fight_id,event_id,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time
5680,533,3280,341,3280.0,3,F,Featherweight,M,Decision,Split,3,5:00
5679,533,1042,3319,1042.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5678,533,870,1810,1810.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5677,533,42,2205,2205.0,3,F,Featherweight,M,KO/TKO,Kick to Head At Distance,1,1:16
5676,533,2197,3569,2197.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5675,533,3062,2480,3062.0,3,F,Heavyweight,M,Submission,Scarf Hold From Side Control,1,3:48
5674,533,2466,1859,1859.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5673,532,3367,100,3367.0,5,F,Welterweight,M,KO/TKO,"to    
      Rib injury",5,1:19
5672,532,3476,1741,3476.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,0:17
5671,532,212,579,212.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head On Ground,1,2:43
5670,532,3239,1862,3239.0,3,F,Women's Strawweight,F,Submission,Armbar From Mount,1,3:44
5669,532,2534,536,2534.0,3,F,Middleweight,M,Decision,Split,3,5:00
5668,532,3061,3135,3135.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5667,532,3816,2420,2420.0,3,F,Featherweight,M,Submission,Guillotine Choke From Mount,3,1:21
5666,532,3629,957,3629.0,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,2:29
5665,532,3447,4014,3447.0,3,F,Women's Bantamweight,F,KO/TKO,Knee to Head In Clinch,3,4:21
5664,532,1681,2112,1681.0,3,F,Featherweight,M,Submission,Guillotine Choke From Guard,1,0:52
5663,532,1488,3380,3380.0,3,F,Bantamweight,M,KO/TKO,Kick to Head At Distance,1,0:41
5662,532,3045,1020,3045.0,3,F,Bantamweight,M,Decision,Split,3,5:00
5661,532,1524,1019,1524.0,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,2,0:34
5660,531,179,2552,179.0,5,F,Women's Strawweight,F,Decision,Split,5,5:00
5659,531,3898,95,3898.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,1:33
5658,531,1648,2068,1648.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5657,531,2582,982,2582.0,3,F,Light Heavyweight,M,Submission,Kimura From Bottom Half Guard,3,2:41
5656,531,2728,1298,2728.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5655,531,1139,1495,1139.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,3,0:07
5654,531,3903,3053,3053.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5653,531,962,1831,962.0,3,F,Heavyweight,M,Submission,Arm Triangle From Mount,2,4:22
5652,531,171,332,332.0,3,F,Catch Weight,M,Submission,Rear Naked Choke,2,4:20
5651,531,3865,2430,3865.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5650,531,1795,2209,1795.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,3,3:57
5649,530,1361,895,1361.0,5,F,Heavyweight,M,KO/TKO,Elbows to Head On Ground,5,0:26
5648,530,898,1721,898.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,2,4:07
5647,530,1257,2458,1257.0,3,F,Welterweight,M,Submission,Rear Naked Choke,3,4:39
5646,530,1570,3038,1570.0,3,F,Middleweight,M,Submission,Armbar From Bottom Guard,1,2:42
5645,530,2260,979,2260.0,3,F,Featherweight,M,Submission,Guillotine Choke From Bottom Guard,1,0:39
5644,530,3950,3271,3950.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5643,530,627,3895,3895.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5642,529,632,1119,1119.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5641,529,2097,1915,1915.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5640,529,2225,2735,2735.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5639,529,2124,4037,2124.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5638,529,1193,2279,2279.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
5637,529,3233,3337,3337.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
5636,529,3591,564,3591.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,3:38
5635,529,3694,4079,3694.0,3,F,Welterweight,M,Submission,Guillotine Choke From Mount,2,1:47
5634,529,252,145,252.0,3,F,Women's Strawweight,F,Submission,Armbar From Bottom Guard,1,1:53
5633,529,1842,3458,1842.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,1:33
5632,528,1571,3122,3122.0,5,F,Bantamweight,M,Decision,Split,5,5:00
5631,528,1173,982,982.0,3,F,Light Heavyweight,M,KO/TKO,Elbow to Head In Clinch,1,2:17
5630,528,2487,611,611.0,3,F,Lightweight,M,Submission,Rear Naked Choke,1,3:51
5629,528,4086,3199,3199.0,3,F,Women's Flyweight,F,KO/TKO,Punches to Head From Mount,2,1:38
5628,528,980,2736,980.0,3,F,Welterweight,M,KO/TKO,Punches to Head In Clinch,1,2:24
5626,528,240,90,90.0,3,F,Light Heavyweight,M,TKO - Doctor's Stoppage,N/A,1,1:31
5625,528,1678,760,760.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5624,527,1677,3396,1677.0,5,T,Heavyweight,M,Decision,Unanimous,5,5:00
5623,527,1426,263,263.0,3,F,Bantamweight,M,KO/TKO,Elbows to Head From Guard,1,4:40
5622,527,3184,926,926.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,2,3:47
5621,527,3614,1198,1198.0,3,F,Featherweight,M,KO/TKO,Elbows to Head From Crucifix,2,4:37
5620,527,3196,3136,3136.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5619,527,1693,1209,1209.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5618,527,2568,2410,2410.0,3,F,Women's Strawweight,F,Submission,Armbar From Mount,1,1:44
5617,527,3652,3485,3485.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5616,527,54,585,585.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
5615,527,3293,1179,3293.0,3,F,Heavyweight,M,KO/TKO,Knee to Head At Distance,1,4:28
5614,527,2295,2258,2295.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5613,526,2034,1404,2034.0,5,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,2,0:21
5612,526,4074,164,164.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
5611,526,1193,536,536.0,3,F,Middleweight,M,Submission,Guillotine Choke From Bottom Half Guard,1,3:41
5610,526,828,529,828.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5609,526,3296,2522,3296.0,3,F,Lightweight,M,KO/TKO,Spinning Back Fist Head,1,4:38
5608,526,1752,551,1752.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5607,526,2534,3635,2534.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,3,0:32
5606,526,2650,1568,2650.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5605,526,862,334,862.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,4:14
5604,526,346,2397,346.0,3,F,Featherweight,M,Submission,Rear Naked Choke,3,1:43
5603,526,31,3847,31.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5602,526,1020,4013,1020.0,3,F,Bantamweight,M,Decision,Split,3,5:00
5601,525,3643,742,3643.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,3,0:26
5600,525,103,1900,1900.0,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,4:29
5599,525,1953,3654,1953.0,3,F,Welterweight,M,KO/TKO,Knee to Head In Clinch,2,4:56
5598,525,287,2728,2728.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5597,525,903,1836,1836.0,3,F,Bantamweight,M,KO/TKO,Knee to Head At Distance,3,0:57
5596,525,1567,1881,1881.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5595,525,3088,3590,3088.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5594,524,144,394,144.0,5,F,Middleweight,M,Decision,Unanimous,5,5:00
5593,524,925,1457,925.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00
5592,524,160,2688,160.0,3,F,Heavyweight,M,Submission,Armbar On Ground,1,2:30
5591,524,3063,981,3063.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00
5590,524,3362,3963,3362.0,3,F,Light Heavyweight,M,Submission,Triangle Choke From Bottom Guard,1,2:06
5589,524,1398,615,1398.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5588,524,3476,1764,3476.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Mount,1,3:09
5587,524,358,2583,358.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,3,1:30
5586,524,3918,3421,3918.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,0:45
5585,524,3046,2708,3046.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5584,524,3716,1239,3716.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,2,2:36
5583,524,3392,2237,2237.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5582,524,3092,527,3092.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5581,524,102,3516,102.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5580,523,2997,3807,2997.0,5,T,Flyweight,M,Submission,Rear Naked Choke,1,4:48
5579,523,2580,2861,2580.0,3,F,Middleweight,M,Submission,Heel Hook From Bottom Guard,1,1:18
5578,523,3229,2976,2976.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5577,523,2004,3538,2004.0,3,F,Women's Flyweight,F,Submission,Kneebar On Ground,1,1:28
5576,523,1329,3924,3924.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5575,523,3193,2466,3193.0,3,F,Light Heavyweight,M,KO/TKO,Knee to Head At Distance,1,4:15
5574,523,3279,1521,3279.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
5573,523,3154,4005,4005.0,3,F,Lightweight,M,Submission,Guillotine Choke From Guard,1,2:25
5572,523,2374,2416,2374.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5571,523,2771,4065,4065.0,3,F,Bantamweight,M,Submission,Triangle Choke From Bottom Guard,1,4:42
5570,523,1107,350,350.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5569,523,3022,567,567.0,3,F,Heavyweight,M,Decision,Majority,3,5:00
5568,522,2272,2464,2272.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00
5567,522,3100,3797,3100.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5566,522,1021,559,1021.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5565,522,1790,827,827.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5564,522,1093,2088,2088.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5563,522,1214,3476,3476.0,3,F,Middleweight,M,Submission,D'Arce Choke On Ground,2,1:12
5562,522,1108,1552,1552.0,3,F,Featherweight,M,KO/TKO,Punches to Head From Half Guard,1,4:18
5561,522,3627,1708,3627.0,3,F,Light Heavyweight,M,KO/TKO,"to    
      Referee Stoppage Between Rounds",1,5:00
5560,522,2773,2980,2773.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5559,522,3815,2352,2352.0,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,2:43
5558,522,715,1216,715.0,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,2:29
5557,521,310,1819,310.0,5,T,Welterweight,M,Decision,Unanimous,5,5:00
5556,521,227,2532,227.0,5,T,Featherweight,M,Decision,Split,5,5:00
5555,521,68,4050,68.0,5,T,Bantamweight,M,KO/TKO,Punches to Head On Ground,5,3:24
5554,521,3976,1523,1523.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00
5553,521,1057,286,1057.0,3,F,Women's Flyweight,F,Submission,Armbar From Back Control,1,2:21
5552,521,1417,1158,1158.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,2,0:49
5551,521,30,883,883.0,3,F,Welterweight,M,Decision,Split,3,5:00
5550,521,3989,2586,3989.0,3,F,Featherweight,M,Submission,Anaconda Choke On Ground,1,3:15
5549,521,833,3739,833.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5548,521,330,2715,330.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
5547,521,1343,12,1343.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5546,521,948,1729,948.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5545,521,3277,2737,2737.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,3,2:38
5544,520,1189,2512,1189.0,5,F,Lightweight,M,Decision,Unanimous,5,5:00
5543,520,1240,2894,1240.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5542,520,241,2725,2725.0,3,F,Heavyweight,M,Submission,Arm Triangle From Bottom Half Guard,3,3:44
5541,520,4027,3294,4027.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
5540,520,807,110,807.0,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,1,0:48
5539,520,98,3073,3073.0,3,F,Catch Weight,M,Submission,D'Arce Choke On Ground,3,2:44
5538,520,1273,95,95.0,3,F,Lightweight,M,Submission,Guillotine Choke In Clinch,3,2:53
5537,520,2005,3716,3716.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,2:41
5536,520,2651,2925,2651.0,3,F,Women's Strawweight,F,Submission,Armbar On Ground,3,2:26
5535,520,2720,31,31.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5534,519,3752,225,3752.0,5,F,Heavyweight,M,Decision,Unanimous,5,5:00
5533,519,3087,3622,3087.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5532,519,1263,1070,1263.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5531,519,1577,2779,1577.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5530,519,1693,1003,1693.0,3,F,Catch Weight,M,Submission,Armbar From Bottom Guard,1,2:25
5529,519,2702,2728,2728.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5528,519,375,2953,375.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
5527,519,3521,1001,1001.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,3,4:36
5526,519,3582,2397,2397.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,0:41
5525,519,1648,1554,1554.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5524,519,2487,967,2487.0,3,F,Lightweight,M,TKO - Doctor's Stoppage,N/A,2,5:00
5523,518,3043,3584,3584.0,5,F,Women's Flyweight,F,Decision,Unanimous,5,5:00
5522,518,1013,255,255.0,3,F,Middleweight,M,Submission,Rear Naked Choke,1,4:17
5521,518,949,4081,949.0,3,F,Lightweight,M,Decision,Split,3,5:00
5520,518,2991,2320,2991.0,3,F,Featherweight,M,Decision,Split,3,5:00
5519,518,3061,3270,3061.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5518,518,4086,3458,4086.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,1,2:42
5517,518,3136,1974,3136.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
5516,518,3903,1796,3903.0,3,F,Women's Bantamweight,F,KO/TKO,Punches to Head In Clinch,1,0:22
5515,518,1524,4090,1524.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,0:32
5514,518,2430,4079,4079.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,0:59
5513,517,1440,574,1440.0,5,T,Women's Featherweight,F,Decision,Unanimous,5,5:00
5512,517,3915,2877,2877.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,2,4:59
5511,517,541,857,541.0,3,F,Bantamweight,M,Submission,Rear Naked Choke,1,1:28
5510,517,1915,1843,1915.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5509,517,115,1426,1426.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,1:54
5508,517,3591,2511,3591.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5507,517,2600,1741,2600.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,1:14
5506,517,559,2260,559.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5505,517,3596,1193,1193.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,2,1:10
5504,517,2955,1247,1247.0,3,F,Flyweight,M,KO/TKO,Kick to Leg At Distance,1,4:06
5503,517,1721,3448,3448.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5502,517,3145,3614,3614.0,3,F,Catch Weight,M,Submission,Rear Naked Choke,1,1:20
5501,516,100,3616,3616.0,5,F,Welterweight,M,Decision,Unanimous,5,5:00
5500,516,2431,895,895.0,3,F,Heavyweight,M,Decision,Split,3,5:00
5499,516,1139,3543,1139.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
5498,516,1003,171,1003.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,3:26
5497,516,3239,3458,3239.0,3,F,Women's Strawweight,F,Submission,Kneebar From Bottom Guard,1,2:36
5496,516,3467,729,3467.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5495,516,980,2726,980.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5494,516,3100,927,927.0,3,F,Flyweight,M,Submission,Arm Triangle From Side Control,2,3:18
5493,516,621,2250,2250.0,3,F,Bantamweight,M,Submission,Guillotine Choke On Ground,1,3:03
5492,516,2685,1613,2685.0,3,F,Featherweight,M,KO/TKO,Kick to Leg At Distance,2,4:27
5491,515,1361,2635,1361.0,5,F,Heavyweight,M,KO/TKO,Punches to Head From Back Control,2,3:00
5490,515,2905,2552,2905.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00
5489,515,2464,3863,2464.0,3,F,Featherweight,M,Decision,Split,3,5:00
5488,515,3985,2322,2322.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
5487,515,606,263,606.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5486,515,3661,3889,3889.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,2,0:18
5485,515,2575,2534,2534.0,3,F,Middleweight,M,KO/TKO,Knees to Body In Clinch,1,0:39
5484,515,3477,1020,3477.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5483,515,3103,2121,2121.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5482,515,3521,957,3521.0,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,3:36
5481,515,1517,1799,1517.0,3,F,Heavyweight,M,Submission,Rear Naked Choke,2,2:05
5480,514,632,427,427.0,5,F,Light Heavyweight,M,KO/TKO,Punches to Head From Mount,5,1:04
5479,514,937,898,937.0,3,F,Heavyweight,M,Decision,Split,3,5:00
5478,514,2576,3200,3200.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,2,4:25
5477,514,666,3723,666.0,3,F,Bantamweight,M,Decision,Split,3,5:00
5476,514,3942,2005,3942.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
5475,514,2364,1643,1643.0,3,F,Lightweight,M,Submission,Ankle Lock After Drop to Ground,2,0:25
5474,514,3053,1610,3053.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5473,514,3803,1612,1612.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5472,514,3895,2260,2260.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,2,3:40
5471,514,731,240,731.0,3,F,Heavyweight,M,KO/TKO,Elbow to Head In Clinch,2,0:49
5470,513,3017,2902,2902.0,5,T,Lightweight,M,KO/TKO,Punch to Head At Distance,5,3:39
5469,513,3502,3345,3502.0,5,T,Bantamweight,M,KO/TKO,Knee to Head At Distance,2,4:58
5468,513,1484,926,1484.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:20
5467,513,542,2272,2272.0,3,F,Featherweight,M,KO/TKO,Elbow to Head At Distance,2,2:49
5466,513,2643,3275,2643.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
5465,513,1225,3499,1225.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5464,513,1404,160,1404.0,3,F,Heavyweight,M,Decision,Split,3,5:00
5463,513,3063,179,3063.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00
5462,513,1953,1161,1953.0,3,F,Welterweight,M,TKO - Doctor's Stoppage,N/A,3,3:37
5461,513,1662,949,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5460,513,579,3999,579.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00
5459,512,2070,1401,1401.0,5,F,Lightweight,M,Submission,Guillotine Choke After Drop to Half Guard,3,0:28
5458,512,1901,3616,3616.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,2:34
5457,512,1644,2678,1644.0,3,F,Lightweight,M,Submission,Rear Naked Choke,1,0:44
5456,512,212,2163,2163.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5455,512,358,1896,358.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5454,512,2955,1603,1603.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5453,512,1057,1862,1057.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
5452,512,30,2155,30.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5451,512,3629,1596,1596.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5450,512,684,3135,3135.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5449,512,2644,1888,1888.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5448,511,4089,960,4089.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00
5447,511,16,2396,16.0,5,T,Women's Strawweight,F,Decision,Split,5,5:00
5446,511,3296,2201,3296.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,1:00
5445,511,1915,2029,1915.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5444,511,1398,2721,1398.0,3,F,Welterweight,M,Decision,Split,3,5:00
5443,511,1426,1131,1426.0,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,1,2:02
5442,511,1925,2487,1925.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5441,511,245,902,245.0,3,F,Middleweight,M,Submission,Arm Triangle From Mount,1,2:58
5440,511,1741,114,1741.0,3,F,Middleweight,M,Submission,Rear Naked Choke,3,2:13
5439,511,3477,3088,3477.0,3,F,Featherweight,M,Decision,Split,3,5:00
5438,511,3306,3563,3306.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,3:01
5437,510,3807,2997,2997.0,5,F,Flyweight,M,KO/TKO,"Punch to Head At Distance
      Non-title fight for Figueiredo; missed weight",2,1:54
5436,510,574,3035,574.0,3,F,Women's Featherweight,F,KO/TKO,Punches to Head From Mount,1,3:37
5435,510,3324,3964,3964.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head At Distance,1,0:38
5434,510,3979,3148,3979.0,3,F,Women's Featherweight,F,KO/TKO,Punch to Head At Distance,1,3:31
5433,510,3279,1681,3279.0,3,F,Featherweight,M,Submission,Rear Naked Choke,2,1:38
5432,510,683,1213,1213.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5431,510,4027,3683,4027.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,4:47
5430,510,330,567,330.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
5429,510,1273,2871,1273.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5428,510,2720,3652,2720.0,3,F,Featherweight,M,Submission,Guillotine Choke From Bottom Side Control,2,3:38
5427,510,3344,3543,3543.0,3,F,Featherweight,M,KO/TKO,Punches to Head From Mount,1,1:25
5426,510,3694,1510,3694.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5425,509,3023,2512,2512.0,5,F,Lightweight,M,Decision,Split,5,5:00
5424,509,3347,1403,3347.0,3,F,Light Heavyweight,M,Submission,Kimura From Side Control,1,3:29
5423,509,2171,69,69.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
5422,509,597,971,971.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:28
5421,509,1042,1545,1042.0,3,F,Lightweight,M,Decision,Split,3,5:00
5420,509,4081,341,341.0,3,F,Featherweight,M,KO/TKO,Punches to Head On Ground,1,3:21
5419,509,332,3340,332.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,2,3:01
5418,509,1810,1743,1810.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
5417,509,1177,607,607.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,2:20
5416,509,2283,1524,2283.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5415,509,1987,2552,2552.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
5414,509,3589,3199,3589.0,3,F,Women's Flyweight,F,KO/TKO,Punch to Head At Distance,1,0:40
5413,508,3981,3762,3762.0,5,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,3:08
5412,508,870,1257,870.0,3,F,Welterweight,M,DQ,Illegal Knee on Ground,3,3:09
5411,508,3271,957,3271.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
5410,508,171,284,171.0,3,F,Lightweight,M,DQ,Illegal Knee on Ground,1,4:02
5409,508,3724,3723,3723.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
5408,508,287,1751,287.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5407,508,1752,980,980.0,3,F,Welterweight,M,Submission,Guillotine Choke In Clinch,2,3:37
5406,508,3196,102,3196.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,3,0:16
5405,508,1693,2522,2522.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
5404,508,3448,367,3448.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
5403,508,2250,3136,3136.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
5402,508,3479,41,3479.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
5401,508,3270,1343,1343.0,3,F,Flyweight,M,KO/TKO,Punch to Head At Distance,2,4:42
5400,507,2349,1065,2349.0,5,T,Light Heavyweight,M,Decision,Unanimous,5,5:00
5399,507,730,3467,730.0,5,T,Women's Flyweight,F,KO/TKO,Punches to Head From Crucifix,3,1:03
5398,507,4092,471,471.0,3,F,Heavyweight,M,KO/TKO,Punch to Head In Clinch,1,1:59
5397,507,3816,2464,2464.0,3,F,Featherweight,M,Decision,Split,3,5:00
5396,507,2034,2105,2034.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
5395,507,2834,2168,2834.0,3,F,Middleweight,M,Decision,Split,3,5:00
5394,507,1554,2068,1554.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00
5393,507,1597,125,125.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,0:27
5392,507,2373,3829,3829.0,3,F,Bantamweight,M,KO/TKO,Flying Knee Head,2,1:41
5391,507,3045,1836,3045.0,3,F,Bantamweight,M,Decision,Split,3,5:00
5390,507,2007,31,31.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
5389,506,3752,3184,3752.0,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,2,1:06
