date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,referee,time_format,reach,height,age,knockdowns,sub_attempts,reversals,control,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
2001-05-04,1,Shonie Carter,Matt Serra,Welterweight,southpaw,1972-05-03,KO/TKO,891,3,4:51,Mario Yamasaki,5-5-5,0.0,70.0,29.0,2,0,2,363,2,3,18,33,49,65,6,17,6,7,6,9,10,16,6,6,2,11
2001-05-04,0,Kevin Randleman,Chuck Liddell,Light Heavyweight,orthodox,1971-08-10,KO/TKO,78,1,1:18,John McCarthy,5-5-5,0.0,70.0,29.0,0,0,0,40,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-05-04,1,Chuck Liddell,Kevin Randleman,Light Heavyweight,orthodox,1969-12-17,KO/TKO,78,1,1:18,John McCarthy,5-5-5,76.0,74.0,31.0,1,0,0,2,0,0,3,5,4,6,2,4,1,1,0,0,2,4,1,1,0,0
2001-05-04,0,Pat Miletich,Carlos Newton,Welterweight,orthodox,1968-03-09,SUB,770,3,2:50,John McCarthy,5-5-5-5-5,0.0,70.0,33.0,0,0,0,44,0,0,28,76,50,100,16,64,4,4,8,8,24,68,3,6,1,2
2001-05-04,1,Carlos Newton,Pat Miletich,Welterweight,orthodox,1976-08-17,SUB,770,3,2:50,John McCarthy,5-5-5-5-5,0.0,69.0,24.0,0,1,0,271,4,6,14,52,53,96,7,45,4,4,3,3,9,40,4,6,1,6
2001-05-04,0,Pedro Rizzo,Randy Couture,Heavyweight,orthodox,1974-05-03,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,0.0,73.0,27.0,1,0,0,256,0,0,42,108,76,144,27,90,3,3,12,15,29,85,7,14,6,9
2001-05-04,1,Randy Couture,Pedro Rizzo,Heavyweight,orthodox,1963-06-22,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,75.0,73.0,37.0,0,0,0,478,3,15,69,118,147,197,51,96,3,4,15,18,28,57,20,26,21,35
2001-06-29,0,Paul Rodriguez,Tony DeSouza,Welterweight,orthodox,1900-01-01,SUB,65,1,1:05,Mario Yamasaki,5-5-5,0.0,67.0,0.0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0
2001-06-29,1,Tony DeSouza,Paul Rodriguez,Welterweight,southpaw,1974-07-26,SUB,65,1,1:05,Mario Yamasaki,5-5-5,70.0,72.0,26.0,0,2,0,32,0,0,1,3,1,3,1,3,0,0,0,0,1,3,0,0,0,0
2001-06-29,0,Andrei Arlovski,Ricco Rodriguez,Heavyweight,orthodox,1979-02-04,KO/TKO,683,3,1:23,Mason White,5-5-5,77.0,75.0,22.0,0,0,0,18,0,1,11,26,18,33,10,25,0,0,1,1,7,19,4,7,0,0
2001-06-29,1,Ricco Rodriguez,Andrei Arlovski,Heavyweight,orthodox,1977-08-19,KO/TKO,683,3,1:23,Mason White,5-5-5,0.0,76.0,23.0,0,1,1,445,2,8,30,50,64,84,23,43,3,3,4,4,7,19,3,3,20,28
2001-06-29,0,Yuki Kondo,Vladimir Matyushenko,Light Heavyweight,southpaw,1975-07-17,U-DEC,900,3,5:00,John McCarthy,5-5-5,0.0,71.0,25.0,0,0,0,0,0,2,1,3,79,83,0,0,1,3,0,0,1,2,0,1,0,0
2001-06-29,1,Vladimir Matyushenko,Yuki Kondo,Light Heavyweight,orthodox,1971-01-04,U-DEC,900,3,5:00,John McCarthy,5-5-5,74.0,72.0,30.0,0,0,0,854,3,3,17,28,119,146,12,22,5,6,0,0,1,2,1,1,15,25
2001-06-29,0,Fabiano Iha,Caol Uno,Lightweight,orthodox,1970-07-28,KO/TKO,108,1,1:48,Mario Yamasaki,5-5-5,0.0,68.0,30.0,0,1,0,0,0,0,6,13,7,14,4,11,0,0,2,2,5,10,1,3,0,0
2001-06-29,1,Caol Uno,Fabiano Iha,Lightweight,southpaw,1975-05-08,KO/TKO,108,1,1:48,Mario Yamasaki,5-5-5,70.0,67.0,26.0,0,0,0,54,2,4,8,17,14,24,7,16,0,0,1,1,2,6,0,1,6,10
2001-06-29,0,Shonie Carter,Pat Miletich,Welterweight,southpaw,1972-05-03,KO/TKO,462,2,2:42,Mario Yamasaki,5-5-5,0.0,70.0,29.0,0,0,0,0,0,0,14,42,18,47,1,26,6,8,7,8,10,37,4,5,0,0
2001-06-29,1,Pat Miletich,Shonie Carter,Welterweight,orthodox,1968-03-09,KO/TKO,462,2,2:42,Mario Yamasaki,5-5-5,0.0,70.0,33.0,1,0,0,239,1,1,10,16,76,83,7,13,1,1,2,2,6,10,4,6,0,0
2001-06-29,0,Semmy Schilt,Josh Barnett,Heavyweight,orthodox,1973-10-27,SUB,261,1,4:21,John McCarthy,5-5-5,0.0,82.0,27.0,0,0,0,32,0,0,1,1,4,6,0,0,0,0,1,1,1,1,0,0,0,0
2001-06-29,1,Josh Barnett,Semmy Schilt,Heavyweight,orthodox,1977-11-10,SUB,261,1,4:21,John McCarthy,5-5-5,78.0,75.0,23.0,0,1,0,215,1,1,10,17,21,28,10,17,0,0,0,0,0,1,0,0,10,16
2001-06-29,0,Din Thomas,BJ Penn,Lightweight,orthodox,1976-09-28,KO/TKO,162,1,2:42,John McCarthy,5-5-5,0.0,69.0,24.0,0,0,0,125,1,1,1,5,25,29,1,5,0,0,0,0,0,2,0,0,1,3
2001-06-29,1,BJ Penn,Din Thomas,Lightweight,orthodox,1978-12-13,KO/TKO,162,1,2:42,John McCarthy,5-5-5,70.0,69.0,22.0,1,0,0,8,0,1,6,8,11,13,3,5,3,3,0,0,0,2,4,4,2,2
2001-06-29,0,Elvis Sinosic,Tito Ortiz,Light Heavyweight,orthodox,1971-02-13,KO/TKO,212,1,3:32,John McCarthy,5-5-5-5-5,77.0,75.0,30.0,0,0,0,0,0,0,3,8,12,18,2,3,0,1,1,4,3,8,0,0,0,0
2001-06-29,1,Tito Ortiz,Elvis Sinosic,Light Heavyweight,orthodox,1975-01-23,KO/TKO,212,1,3:32,John McCarthy,5-5-5-5-5,74.0,75.0,26.0,0,0,0,172,1,1,35,59,58,82,32,55,1,2,2,2,3,9,1,3,31,47
2001-09-28,0,Fabiano Iha,Din Thomas,Lightweight,orthodox,1970-07-28,U-DEC,900,3,5:00,John McCarthy,5-5-5,0.0,68.0,31.0,0,2,0,343,2,7,19,45,46,78,12,36,1,3,6,6,4,20,11,18,4,7
2001-09-28,1,Din Thomas,Fabiano Iha,Lightweight,orthodox,1976-09-28,U-DEC,900,3,5:00,John McCarthy,5-5-5,0.0,69.0,25.0,0,0,0,369,1,1,42,69,98,128,41,68,1,1,0,0,11,24,24,35,7,10
2001-09-28,0,Eugene Jackson,Ricardo Almeida,Middleweight,orthodox,1966-09-23,SUB,246,1,4:06,Mason White,5-5-5,0.0,68.0,35.0,0,2,0,38,2,2,1,4,18,23,1,4,0,0,0,0,1,3,0,0,0,1
2001-09-28,1,Ricardo Almeida,Eugene Jackson,Middleweight,orthodox,1976-11-29,SUB,246,1,4:06,Mason White,5-5-5,74.0,72.0,24.0,0,1,0,187,1,1,4,4,16,17,0,0,2,2,2,2,4,4,0,0,0,0
2001-09-28,0,Tony DeSouza,Jutaro Nakao,Welterweight,southpaw,1974-07-26,KO/TKO,315,2,0:15,Mason White,5-5-5,70.0,72.0,27.0,0,0,0,0,0,0,1,5,45,49,0,3,0,1,1,1,0,3,1,2,0,0
2001-09-28,1,Jutaro Nakao,Tony DeSouza,Welterweight,southpaw,1970-11-30,KO/TKO,315,2,0:15,Mason White,5-5-5,0.0,69.0,30.0,1,0,0,252,0,1,8,8,16,16,3,3,0,0,5,5,6,6,0,0,2,2
2001-09-28,0,Gil Castillo,Dave Menne,Middleweight,southpaw,1965-10-21,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,0.0,69.0,35.0,0,0,0,696,7,19,9,25,110,126,5,20,3,4,1,1,7,23,2,2,0,0
2001-09-28,1,Dave Menne,Gil Castillo,Middleweight,orthodox,1974-07-29,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,0.0,70.0,27.0,0,4,2,475,1,1,70,125,180,241,38,86,16,18,16,21,24,59,30,42,16,24
2001-09-28,0,Yves Edwards,Matt Serra,Welterweight,southpaw,1976-09-30,M-DEC,900,3,5:00,Mario Yamasaki,5-5-5,73.0,69.0,25.0,0,0,2,123,0,0,9,14,27,33,4,9,4,4,1,1,2,7,6,6,1,1
2001-09-28,1,Matt Serra,Yves Edwards,Welterweight,orthodox,1974-06-02,M-DEC,900,3,5:00,Mario Yamasaki,5-5-5,68.0,66.0,27.0,0,3,1,509,3,12,9,17,20,31,3,10,4,5,2,2,3,7,0,0,6,10
2001-09-28,0,Murilo Bustamante,Chuck Liddell,Light Heavyweight,orthodox,1966-07-30,U-DEC,900,3,5:00,John McCarthy,5-5-5,0.0,74.0,35.0,0,0,0,53,2,20,15,30,15,30,13,28,1,1,1,1,13,24,1,3,1,3
2001-09-28,1,Chuck Liddell,Murilo Bustamante,Light Heavyweight,orthodox,1969-12-17,U-DEC,900,3,5:00,John McCarthy,5-5-5,76.0,74.0,31.0,1,0,0,108,0,0,27,78,27,78,15,63,1,3,11,12,16,65,2,2,9,11
2001-09-28,0,Dennis Hallman,Jens Pulver,Lightweight,orthodox,1975-12-02,U-DEC,1500,5,5:00,Mario Yamasaki,5-5-5-5-5,72.0,69.0,25.0,0,3,0,112,2,12,15,48,56,91,4,34,4,6,7,8,13,42,0,3,2,3
2001-09-28,1,Jens Pulver,Dennis Hallman,Lightweight,southpaw,1974-12-06,U-DEC,1500,5,5:00,Mario Yamasaki,5-5-5-5-5,70.0,67.0,26.0,0,1,0,961,0,0,27,60,100,136,18,49,7,9,2,2,9,35,3,3,15,22
2001-09-28,0,Vladimir Matyushenko,Tito Ortiz,Light Heavyweight,orthodox,1971-01-04,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,74.0,72.0,30.0,0,0,0,70,1,6,19,49,103,138,9,38,3,4,7,7,8,36,11,13,0,0
2001-09-28,1,Tito Ortiz,Vladimir Matyushenko,Light Heavyweight,orthodox,1975-01-23,U-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,74.0,75.0,26.0,0,0,0,1294,5,9,64,84,248,269,17,37,8,8,39,39,5,15,47,49,12,20
2001-11-02,0,Roberto Traven,Frank Mir,Heavyweight,orthodox,1968-09-16,SUB,65,1,1:05,Larry Landless,5-5-5,0.0,75.0,33.0,0,0,0,0,0,0,1,2,1,2,1,2,0,0,0,0,1,2,0,0,0,0
2001-11-02,1,Frank Mir,Roberto Traven,Heavyweight,southpaw,1979-05-24,SUB,65,1,1:05,Larry Landless,5-5-5,79.0,75.0,22.0,0,1,0,37,0,0,3,7,6,11,1,5,0,0,2,2,3,7,0,0,0,0
2001-11-02,0,Phil Baroni,Matt Lindland,Middleweight,orthodox,1976-04-16,M-DEC,900,3,5:00,John McCarthy,5-5-5,72.0,69.0,25.0,1,2,2,148,0,1,32,54,80,103,25,47,6,6,1,1,4,13,19,27,9,14
2001-11-02,1,Matt Lindland,Phil Baroni,Middleweight,southpaw,1970-05-17,M-DEC,900,3,5:00,John McCarthy,5-5-5,74.0,72.0,31.0,0,0,1,623,4,9,71,94,215,242,49,69,9,11,13,14,12,20,26,32,33,42
2001-11-02,0,Homer Moore,Evan Tanner,Light Heavyweight,orthodox,1971-11-27,SUB,355,2,0:55,Mario Yamasaki,5-5-5,0.0,70.0,29.0,0,0,0,273,2,3,4,8,12,16,4,8,0,0,0,0,2,3,0,0,2,5
2001-11-02,1,Evan Tanner,Homer Moore,Light Heavyweight,orthodox,1971-02-11,SUB,355,2,0:55,Mario Yamasaki,5-5-5,74.0,72.0,30.0,0,4,0,0,0,0,4,4,6,7,2,2,0,0,2,2,3,3,1,1,0,0
2001-11-02,0,Bobby Hoffman,Josh Barnett,Heavyweight,orthodox,1968-10-28,KO/TKO,565,2,4:25,John McCarthy,5-5-5,0.0,74.0,33.0,0,1,1,202,1,2,6,14,21,31,3,10,1,2,2,2,1,2,2,3,3,9
2001-11-02,1,Josh Barnett,Bobby Hoffman,Heavyweight,orthodox,1977-11-10,KO/TKO,565,2,4:25,John McCarthy,5-5-5,78.0,75.0,23.0,0,1,0,328,2,2,17,20,83,88,12,15,3,3,2,2,1,2,4,4,12,14
2001-11-02,0,Caol Uno,BJ Penn,Lightweight,southpaw,1975-05-08,KO/TKO,11,1,0:11,Larry Landless,5-5-5,70.0,67.0,26.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2001-11-02,1,BJ Penn,Caol Uno,Lightweight,orthodox,1978-12-13,KO/TKO,11,1,0:11,Larry Landless,5-5-5,70.0,69.0,22.0,1,0,0,2,1,1,5,6,5,6,5,6,0,0,0,0,1,2,0,0,4,4
2001-11-02,0,Carlos Newton,Matt Hughes,Welterweight,orthodox,1976-08-17,KO/TKO,387,2,1:27,John McCarthy,5-5-5-5-5,0.0,69.0,25.0,0,1,2,93,0,0,2,7,18,23,0,5,2,2,0,0,0,4,2,3,0,0
2001-11-02,1,Matt Hughes,Carlos Newton,Welterweight,switch,1973-10-13,KO/TKO,387,2,1:27,John McCarthy,5-5-5-5-5,73.0,69.0,28.0,0,1,0,244,4,4,8,14,14,20,7,13,1,1,0,0,0,1,2,2,6,11
2001-11-02,0,Pete Williams,Ricco Rodriguez,Heavyweight,orthodox,1975-07-10,KO/TKO,542,2,4:02,Mario Yamasaki,5-5-5,0.0,75.0,26.0,0,1,0,46,0,0,4,6,10,13,1,3,2,2,1,1,1,3,0,0,3,3
2001-11-02,1,Ricco Rodriguez,Pete Williams,Heavyweight,orthodox,1977-08-19,KO/TKO,542,2,4:02,Mario Yamasaki,5-5-5,0.0,76.0,24.0,0,1,1,436,5,6,26,43,86,107,24,41,2,2,0,0,1,4,1,1,24,38
2001-11-02,0,Pedro Rizzo,Randy Couture,Heavyweight,orthodox,1974-05-03,KO/TKO,802,3,3:22,John McCarthy,5-5-5-5-5,0.0,73.0,27.0,0,0,0,3,1,1,13,34,20,42,8,28,1,1,4,5,9,30,4,4,0,0
2001-11-02,1,Randy Couture,Pedro Rizzo,Heavyweight,orthodox,1963-06-22,KO/TKO,802,3,3:22,John McCarthy,5-5-5-5-5,75.0,73.0,38.0,0,0,0,348,3,5,41,52,98,111,27,38,1,1,13,13,18,26,4,4,19,22
2002-01-11,0,Keith Rockel,Eugene Jackson,Middleweight,orthodox,1900-01-01,SUB,374,2,1:14,Larry Landless,5-5-5,0.0,72.0,0.0,0,2,0,331,2,2,6,10,21,25,4,8,1,1,1,1,2,2,0,0,4,8
2002-01-11,1,Eugene Jackson,Keith Rockel,Middleweight,orthodox,1966-09-23,SUB,374,2,1:14,Larry Landless,5-5-5,0.0,68.0,35.0,0,1,0,4,0,1,1,3,44,47,1,3,0,0,0,0,1,3,0,0,0,0
2002-01-11,0,Chris Brennan,Gil Castillo,Welterweight,orthodox,1971-10-12,U-DEC,900,3,5:00,Mason White,5-5-5,0.0,68.0,30.0,0,1,0,8,0,2,8,23,97,115,2,14,4,5,2,4,3,17,4,5,1,1
2002-01-11,1,Gil Castillo,Chris Brennan,Welterweight,southpaw,1965-10-21,U-DEC,900,3,5:00,Mason White,5-5-5,0.0,69.0,36.0,0,0,0,782,3,3,17,33,120,150,16,32,0,0,1,1,5,7,0,0,12,26
2002-01-11,0,Renato Sobral,Kevin Randleman,Light Heavyweight,orthodox,1975-09-07,U-DEC,900,3,5:00,John McCarthy,5-5-5,75.0,73.0,26.0,0,5,0,0,0,0,2,3,24,26,1,2,0,0,1,1,0,1,1,1,1,1
2002-01-11,1,Kevin Randleman,Renato Sobral,Light Heavyweight,orthodox,1971-08-10,U-DEC,900,3,5:00,John McCarthy,5-5-5,0.0,70.0,30.0,0,0,0,767,1,1,18,39,72,100,18,39,0,0,0,0,0,0,0,0,18,39
2002-01-11,0,Ricardo Almeida,Andrei Semenov,Middleweight,orthodox,1976-11-29,KO/TKO,421,2,2:01,Mason White,5-5-5,74.0,72.0,25.0,0,5,0,45,1,4,12,35,12,35,6,29,1,1,5,5,7,28,5,7,0,0
2002-01-11,1,Andrei Semenov,Ricardo Almeida,Middleweight,orthodox,1977-06-17,KO/TKO,421,2,2:01,Mason White,5-5-5,0.0,72.0,24.0,1,0,0,147,0,0,5,29,35,59,5,29,0,0,0,0,3,22,1,2,1,5
2002-01-11,0,Amar Suloev,Chuck Liddell,Light Heavyweight,orthodox,1976-07-01,U-DEC,900,3,5:00,Larry Landless,5-5-5,0.0,69.0,25.0,0,0,0,0,0,0,26,69,26,69,14,53,2,5,10,11,26,69,0,0,0,0
2002-01-11,1,Chuck Liddell,Amar Suloev,Light Heavyweight,orthodox,1969-12-17,U-DEC,900,3,5:00,Larry Landless,5-5-5,76.0,74.0,32.0,0,0,0,0,0,0,46,144,46,144,17,107,0,1,29,36,44,141,2,3,0,0
2002-01-11,0,Dave Menne,Murilo Bustamante,Middleweight,orthodox,1974-07-29,KO/TKO,344,2,0:44,John McCarthy,5-5-5-5-5,0.0,70.0,27.0,0,0,0,0,0,0,14,33,23,42,3,20,5,5,6,8,7,25,7,8,0,0
2002-01-11,1,Murilo Bustamante,Dave Menne,Middleweight,orthodox,1966-07-30,KO/TKO,344,2,0:44,John McCarthy,5-5-5-5-5,0.0,74.0,35.0,1,0,0,187,2,7,9,12,14,17,8,11,1,1,0,0,4,5,1,3,4,4
2002-01-11,0,Jeff Monson,Ricco Rodriguez,Heavyweight,orthodox,1971-01-18,KO/TKO,780,3,3:00,Larry Landless,5-5-5,74.0,69.0,31.0,0,0,0,236,2,6,7,20,45,60,2,13,2,3,3,4,2,11,5,9,0,0
2002-01-11,1,Ricco Rodriguez,Jeff Monson,Heavyweight,orthodox,1977-08-19,KO/TKO,780,3,3:00,Larry Landless,5-5-5,0.0,76.0,24.0,0,1,0,400,3,4,42,65,100,126,26,47,14,15,2,3,7,19,18,24,17,22
2002-01-11,0,BJ Penn,Jens Pulver,Lightweight,orthodox,1978-12-13,M-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,70.0,69.0,23.0,0,2,0,384,7,10,49,93,161,210,35,76,5,7,9,10,39,78,3,4,7,11
2002-01-11,1,Jens Pulver,BJ Penn,Lightweight,southpaw,1974-12-06,M-DEC,1500,5,5:00,John McCarthy,5-5-5-5-5,70.0,67.0,27.0,0,0,4,501,1,1,38,98,122,186,28,88,5,5,5,5,22,70,3,3,13,25
2002-03-22,0,Jutaro Nakao,Sean Sherk,Welterweight,southpaw,1970-11-30,U-DEC,900,3,5:00,Mason White,5-5-5,0.0,69.0,31.0,0,0,0,2,0,0,4,20,8,24,1,13,2,6,1,1,2,14,2,6,0,0
2002-03-22,1,Sean Sherk,Jutaro Nakao,Welterweight,orthodox,1973-08-05,U-DEC,900,3,5:00,Mason White,5-5-5,67.0,66.0,28.0,0,0,0,730,7,14,21,30,227,241,16,25,1,1,4,4,2,6,5,6,14,18
2002-03-22,0,Kelly Dullanty,Matt Serra,Lightweight,orthodox,1977-11-04,SUB,178,1,2:58,Larry Landless,5-5-5,0.0,68.0,24.0,0,0,0,11,0,0,0,1,17,21,0,1,0,0,0,0,0,0,0,1,0,0
2002-03-22,1,Matt Serra,Kelly Dullanty,Lightweight,orthodox,1974-06-02,SUB,178,1,2:58,Larry Landless,5-5-5,68.0,66.0,27.0,0,3,0,142,1,3,2,8,14,20,2,8,0,0,0,0,0,2,0,0,2,6
2002-03-22,0,Pete Williams,Frank Mir,Heavyweight,orthodox,1975-07-10,SUB,46,1,0:46,John McCarthy,5-5-5,0.0,75.0,26.0,0,0,0,19,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2002-03-22,1,Frank Mir,Pete Williams,Heavyweight,southpaw,1979-05-24,SUB,46,1,0:46,John McCarthy,5-5-5,79.0,75.0,22.0,0,1,0,2,0,0,4,6,4,6,1,3,1,1,2,2,4,6,0,0,0,0
2002-03-22,0,Elvis Sinosic,Evan Tanner,Light Heavyweight,orthodox,1971-02-13,KO/TKO,126,1,2:06,Mason White,5-5-5,77.0,75.0,31.0,0,0,0,0,0,0,4,8,7,11,0,4,2,2,2,2,2,5,2,3,0,0
2002-03-22,1,Evan Tanner,Elvis Sinosic,Light Heavyweight,orthodox,1971-02-11,KO/TKO,126,1,2:06,Mason White,5-5-5,74.0,72.0,31.0,0,0,0,103,0,0,7,13,12,18,5,10,2,3,0,0,0,4,2,3,5,6
2002-03-22,0,Pat Miletich,Matt Lindland,Middleweight,orthodox,1968-03-09,KO/TKO,189,1,3:09,Larry Landless,5-5-5,0.0,70.0,34.0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,0,0,1,2,0,0,0,0
2002-03-22,1,Matt Lindland,Pat Miletich,Middleweight,southpaw,1970-05-17,KO/TKO,189,1,3:09,Larry Landless,5-5-5,74.0,72.0,31.0,0,0,0,170,1,1,20,40,62,85,19,39,1,1,0,0,0,2,0,0,20,38
2002-03-22,0,Hayato Sakurai,Matt Hughes,Welterweight,orthodox,1975-08-24,KO/TKO,1081,4,3:01,John McCarthy,5-5-5-5-5,0.0,67.0,26.0,1,0,0,0,0,0,5,12,14,22,4,11,0,0,1,1,5,12,0,0,0,0
2002-03-22,1,Matt Hughes,Hayato Sakurai,Welterweight,switch,1973-10-13,KO/TKO,1081,4,3:01,John McCarthy,5-5-5-5-5,73.0,69.0,28.0,0,0,0,952,9,11,36,58,112,137,34,56,2,2,0,0,8,12,1,1,27,45
2002-03-22,0,Andrei Arlovski,Pedro Rizzo,Heavyweight,orthodox,1979-02-04,KO/TKO,705,3,1:45,Larry Landless,5-5-5,77.0,75.0,23.0,0,0,0,0,0,0,38,95,38,95,10,48,1,1,27,46,37,93,1,2,0,0
2002-03-22,1,Pedro Rizzo,Andrei Arlovski,Heavyweight,orthodox,1974-05-03,KO/TKO,705,3,1:45,Larry Landless,5-5-5,0.0,73.0,27.0,1,0,0,0,0,0,27,80,27,80,10,55,1,1,16,24,26,79,1,1,0,0
2002-03-22,0,Randy Couture,Josh Barnett,Heavyweight,orthodox,1963-06-22,KO/TKO,575,2,4:35,John McCarthy,5-5-5-5-5,75.0,73.0,38.0,0,0,0,438,1,3,18,21,33,37,13,15,4,5,1,1,0,1,8,8,10,12
2002-03-22,1,Josh Barnett,Randy Couture,Heavyweight,orthodox,1977-11-10,KO/TKO,575,2,4:35,John McCarthy,5-5-5-5-5,78.0,75.0,24.0,0,1,0,115,0,0,44,75,53,85,31,60,12,13,1,2,0,2,13,15,31,58
2002-05-10,0,Aaron Riley,Robbie Lawler,Welterweight,southpaw,1980-12-09,U-DEC,900,3,5:00,John McCarthy,5-5-5,69.0,68.0,21.0,0,1,0,86,0,3,55,130,93,170,18,83,18,20,19,27,31,83,24,47,0,0
2002-05-10,1,Robbie Lawler,Aaron Riley,Welterweight,southpaw,1982-03-20,U-DEC,900,3,5:00,John McCarthy,5-5-5,74.0,71.0,20.0,1,0,0,269,6,8,64,153,87,176,52,137,9,11,3,5,34,94,21,41,9,18
2002-05-10,0,Steve Berger,Benji Radach,Welterweight,orthodox,1973-05-20,DRAW,27,1,0:27,John McCarthy,5-5-5,0.0,71.0,28.0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0
2002-05-10,0,Benji Radach,Steve Berger,Welterweight,orthodox,1979-04-05,DRAW,27,1,0:27,John McCarthy,5-5-5,0.0,70.0,23.0,1,0,0,13,0,0,10,12,10,12,10,12,0,0,0,0,1,1,0,0,9,11
2002-05-10,0,Andrei Semenov,Ivan Salaverry,Middleweight,orthodox,1977-06-17,KO/TKO,747,3,2:27,Mason White,5-5-5,0.0,72.0,24.0,0,1,0,105,1,2,5,46,5,46,3,40,0,1,2,5,5,44,0,1,0,1
2002-05-10,0,Yves Edwards,Caol Uno,Lightweight,southpaw,1976-09-30,U-DEC,900,3,5:00,Larry Landless,5-5-5,73.0,69.0,25.0,0,1,0,230,1,1,13,23,30,42,5,14,3,4,5,5,5,10,7,11,1,2
2002-05-10,1,Caol Uno,Yves Edwards,Lightweight,southpaw,1975-05-08,U-DEC,900,3,5:00,Larry Landless,5-5-5,70.0,67.0,27.0,0,1,2,408,3,6,19,32,58,81,8,19,2,3,9,10,6,13,6,8,7,11
2002-05-10,0,Amar Suloev,Phil Baroni,Middleweight,orthodox,1976-07-01,KO/TKO,179,1,2:59,John McCarthy,5-5-5,0.0,69.0,25.0,0,1,0,3,1,1,9,15,9,15,7,13,0,0,2,2,7,13,0,0,2,2
2002-05-10,1,Phil Baroni,Amar Suloev,Middleweight,orthodox,1976-04-16,KO/TKO,179,1,2:59,John McCarthy,5-5-5,72.0,69.0,26.0,0,0,0,51,0,2,11,23,19,33,10,19,0,1,1,3,4,14,0,0,7,9
2002-05-10,0,Paul Creighton,BJ Penn,Lightweight,southpaw,1970-06-04,KO/TKO,503,2,3:23,Larry Landless,5-5-5,0.0,66.0,31.0,0,0,0,106,3,8,6,8,8,10,2,4,4,4,0,0,1,3,4,4,1,1
2002-05-10,1,BJ Penn,Paul Creighton,Lightweight,orthodox,1978-12-13,KO/TKO,503,2,3:23,Larry Landless,5-5-5,70.0,69.0,23.0,0,0,0,208,0,0,39,56,91,108,17,32,14,14,8,10,2,7,20,21,17,28
2002-05-10,0,Tsuyoshi Kohsaka,Ricco Rodriguez,Heavyweight,orthodox,1970-03-06,KO/TKO,505,2,3:25,John McCarthy,5-5-5,0.0,71.0,32.0,0,0,0,33,1,1,6,11,27,33,3,8,2,2,1,1,1,2,3,7,2,2
2002-05-10,1,Ricco Rodriguez,Tsuyoshi Kohsaka,Heavyweight,orthodox,1977-08-19,KO/TKO,505,2,3:25,John McCarthy,5-5-5,0.0,76.0,24.0,0,1,0,430,3,5,19,33,58,77,18,30,1,3,0,0,0,3,1,1,18,29
2002-05-10,0,Matt Lindland,Murilo Bustamante,Middleweight,southpaw,1970-05-17,SUB,693,3,1:33,John McCarthy,5-5-5-5-5,74.0,72.0,32.0,0,1,1,297,0,3,35,66,82,113,6,35,9,10,20,21,7,28,25,33,3,5
2002-05-10,1,Murilo Bustamante,Matt Lindland,Middleweight,orthodox,1966-07-30,SUB,693,3,1:33,John McCarthy,5-5-5-5-5,0.0,74.0,35.0,1,2,0,191,2,2,17,40,39,62,15,38,2,2,0,0,7,13,2,5,8,22
2002-06-22,0,Joao Pierini,Yves Edwards,Lightweight,switch,1971-12-11,KO/TKO,79,1,1:19,Cecil Peoples,5-5-5,0.0,73.0,30.0,0,0,0,0,0,0,1,7,1,7,1,7,0,0,0,0,1,7,0,0,0,0
2002-06-22,1,Yves Edwards,Joao Pierini,Lightweight,southpaw,1976-09-30,KO/TKO,79,1,1:19,Cecil Peoples,5-5-5,73.0,69.0,25.0,0,0,0,9,0,0,6,9,6,9,3,6,0,0,3,3,5,6,0,0,1,3
2002-06-22,0,Rodrigo Ruas,Tony Fryklund,Middleweight,orthodox,1977-10-06,KO/TKO,514,2,3:34,Kipp Kollar,5-5-5,0.0,70.0,24.0,0,0,0,4,0,0,11,31,19,42,5,25,0,0,6,6,9,24,2,7,0,0
2002-06-22,1,Tony Fryklund,Rodrigo Ruas,Middleweight,orthodox,1971-03-26,KO/TKO,514,2,3:34,Kipp Kollar,5-5-5,0.0,72.0,31.0,1,1,0,415,0,0,60,102,127,174,52,93,6,6,2,3,6,17,5,7,49,78
